Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S4;I;2;CHAPECO;SC;12/2024;9.419.357;5.894.584;8.285.358;7.179.129;1.133.999;116.394;1.133.106;15,49%;7,75%;0;101
SISPRIME DO BRASIL - COOPERATIVA DE CRÉDITO;2398976;b3S;S4;I;2;LONDRINA;PR;12/2024;8.870.155;4.632.675;7.369.088;6.924.185;1.501.067;124.302;1.496.178;23,64%;3,64%;0;50
TERRA INVESTIMENTOS DTVM - PRUDENCIAL;1000084514;n2;S4;C;2;SAO PAULO;SP;12/2024;8.556.482;0;8.479.975;2.568.633;76.506;4.751;68.890;16,49%;3,98%;6;0
ALELO IP - PRUDENCIAL;1000087580;n4;;I;2;BARUERI;SP;12/2024;8.490.416;893.969;7.594.750;6.271.053;895.666;192.749;823.616;20,52%;NA%;1;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;12/2024;8.381.079;4.809.174;7.284.256;4.719.414;1.096.822;94.689;1.115.291;18,34%;13,17%;0;96
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO - SICREDI UNIAO RS/ES;88894548;b3S;S4;I;2;CERRO LARGO;RS;12/2024;8.329.913;4.615.895;7.318.855;4.229.141;1.011.057;88.664;983.349;16,91%;11,29%;0;72
BANCO PACCAR - PRUDENCIAL;1000084899;b2;S4;I;3;PONTA GROSSA;PR;12/2024;8.315.363;7.990.705;6.455.877;6.129.342;1.859.486;43.552;1.858.794;22,56%;0,02%;2;0
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;12/2024;8.181.010;4.575.914;1.545.609;673.684;6.635.401;343.813;6.517.951;65,34%;0,36%;4;944
FACTA S.A. CFI - PRUDENCIAL;1000083704;n1;S4;C;2;PORTO ALEGRE;RS;12/2024;7.962.713;6.015.694;7.353.381;6.331.458;609.332;111.424;NI;NI%;NI%;4;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;12/2024;7.865.260;3.890.385;6.687.861;6.224.262;1.177.399;98.736;1.082.625;22,19%;1,45%;0;47
